subject.ID,Anterior_hippocampus,Posterior_hippocampus,MISC,Meninges_PHC,ERC,Br35,Br36,PHC,ColSul,OTSul,Meninges
sub-2631883_ses-NAPEN00_run-001_T1w,1735.5,1547.25,1.75,68.5,691.75,781.5,1872,1267,159.5,165,311.75
sub-2631883_ses-NAPFU03_run-001_T1w,1695.25,1579,2.25,76.25,687.75,771,1971,1257,168,167,274
sub-2631883_ses-NAPFU12_run-001_T1w,1731.5,1569.5,1.75,78.25,649.25,724.25,1904.25,1207,171,157.25,345
sub-2631883_ses-NAPFU24_run-001_T1w,1780.25,1543.25,2.25,81.75,668.5,759,1857.75,1218.25,194.75,168.25,353.25
sub-2631883_ses-NAPFU36_run-001_T1w,1787.75,1570,8.75,73.5,679.75,765,1830.5,1220.75,196.5,174.5,291.5
sub-2663318_ses-NAPBL00_run-001_T1w,1591.5,2024.5,54.5,116.75,604.25,727.5,2172,980,207.75,224.5,398.25
sub-2663318_ses-NAPEN00_run-001_T1w,1599.75,2046,48.75,106,573.75,718,2243,1014.5,178.25,217.5,390.75
sub-2663318_ses-NAPFU12_run-001_T1w,1581.75,2028,43.25,109.75,590.5,720.75,2196.75,998.75,182.5,255.5,402.75
sub-2663318_ses-NAPFU24_run-001_T1w,1576.25,1990.25,62.75,110.25,589,715,2175.25,962.75,188.75,219.75,409
sub-2663318_ses-NAPFU48_run-001_T1w,1564.75,2040.75,47.5,95.75,589.25,733.25,2151.5,1003.75,195.25,262.75,352
sub-2738676_ses-PREBL00_run-001_T1w,2695.25,1891.5,229.75,205.5,706,818.75,3461,1138.5,659.75,143.25,452.25
sub-2738676_ses-PREEN00_run-001_T1w,2718.75,1897.5,220.5,196.75,698.25,798,3514.75,1131,711.25,123.25,421.5
sub-2738676_ses-PREFU12_run-001_T1w,2707,1874.25,205.75,177.25,706.5,838.75,3501,1077.5,653.5,160,409.25
sub-2756507_ses-NAPBL00_run-001_T1w,2168.5,1825.25,231.5,331.75,639.5,897,1998.25,1213.5,506.25,6.25,546.25
sub-2756507_ses-NAPEN00_run-001_T1w,2117.25,1851,251.5,346.5,643,899,2196.25,1226,479.75,13,537.5
sub-2757160_ses-NAPBL00_run-001_T1w,1703,1578.75,90,160,567,734.5,2210.5,967,393.75,140.25,295.75
sub-2757160_ses-NAPEN00_run-001_T1w,1712.5,1610.25,99,159.75,591.5,630.5,2173.25,948.5,427.5,160.5,331.25
sub-2757160_ses-NAPFU03_run-001_T1w,1712.75,1571.5,81.75,144,615.75,706.5,2209.75,961,480,135.75,283.25
sub-2757160_ses-NAPFU12_run-001_T1w,1700.25,1577.75,86.75,148.5,578.5,720,2195.75,981.5,463,141,308.75
sub-2757160_ses-NAPFU24_run-001_T1w,1681.5,1560,107.5,159.5,604.25,626.25,2121.75,867,511.5,162.25,342.25
sub-2757160_ses-NAPFU36_run-001_T1w,1694.25,1525.5,97.75,154.25,573,687,2075.25,884.75,467,161.25,306.5
sub-2773553_ses-NAPBL00_run-001_T1w,1505,1643.75,29.75,136.5,519.75,695.25,1929.5,998,197.75,175.25,242
sub-2773553_ses-NAPEN00_run-001_T1w,1496.5,1650.5,27,134.25,536.75,687.75,1926.5,991.25,191.25,150.5,205.5
sub-2773553_ses-NAPFU03_run-001_T1w,1437.5,1608.25,21.75,150.5,481,663,1798.75,1001.25,199,141.5,244
sub-2773553_ses-NAPFU12_run-001_T1w,1508.5,1673.25,40.5,144,513.5,659.75,2007,1015.25,213.25,165.25,226.25
sub-2773553_ses-NAPFU24_run-001_T1w,1433.5,1650.75,31.5,136,486.75,656.5,1959.25,1056.75,189,197,221.75
sub-2773553_ses-NAPFU36_run-001_T1w,1470,1645.75,20.75,132.5,522,643,1944.5,1030.75,210,198.25,196
sub-2773553_ses-NAPFU48_run-001_T1w,1398.25,1613.5,25,118,451.25,641.75,1813.75,987,198,179.75,241
sub-2823276_ses-PREBL00_run-001_T1w,1667,1664,62.5,122.75,529.75,594.75,1754,759.5,257.75,187.25,441.5
sub-2823276_ses-PREEN00_run-001_T1w,1667.25,1673,73,121,531.5,633.75,1726.75,769.5,294.25,195,450.5
sub-2823276_ses-PREFU12_run-001_T1w,1626.5,1647.75,78.75,119.75,523.75,575.75,1785.25,741.5,241.25,211.75,434
sub-2823276_ses-PREFU24_run-001_T1w,1680,1631.75,73.25,113.25,545.25,541.75,1750.75,756,283.25,176.25,426
sub-2823276_ses-PREFU36_run-001_T1w,1628.25,1628.25,71.75,106.25,542.5,568,1752.75,765,247,198.5,415.75
sub-2823276_ses-PREFU48_run-001_T1w,1655.25,1625.25,89.5,105.25,539,603.25,1763,756.75,272.75,212.25,393.75
sub-2843957_ses-PREBL00_run-001_T1w,1789.75,1920.5,73.75,102.5,646,668.25,2633.75,949.25,340.75,198,306.25
sub-2843957_ses-PREEN00_run-001_T1w,1759.5,1896.5,91.25,89.5,669,652,2525.25,971.5,374.25,205,295
sub-2864260_ses-PREBL00_run-001_T1w,2265.5,2187,161.25,220.5,763.5,882.25,2242.75,1251.25,407.5,371.5,571.5
sub-2864260_ses-PREEN00_run-001_T1w,2267.5,2186.75,119.5,199.25,791,920.5,2336,1250.75,425.25,392.5,515.75
sub-2864260_ses-PREFU12_run-001_T1w,2261.5,2174.75,146.5,212.25,777.75,921,2221.75,1183.25,407.25,402,581
sub-2887681_ses-PREBL00_run-001_T1w,1795.5,1801.5,123.5,166.25,723.5,616.25,2106.5,1037.5,292.5,280.5,465
sub-2887681_ses-PREEN00_run-001_T1w,1772,1813.25,119,161.25,761.25,642,2175.5,1086.25,280.5,252,393.75
sub-2887681_ses-PREFU12_run-001_T1w,1755.5,1750.25,144.25,182,688.5,604.25,2113,1055,292.5,276,459
sub-2887681_ses-PREFU24_run-001_T1w,1675,1765.25,132.5,168.75,654.75,587.25,2012,960.25,363.75,275.25,512.25
sub-2924615_ses-PREBL00_run-001_T1w,1721.25,1860,195.75,163.25,555.25,615.5,2400.25,941.5,405.25,371.5,326.25
sub-2924615_ses-PREEN00_run-001_T1w,1768.75,1849,158.25,174.5,578.25,644.75,2398,968.75,416.5,354.5,341
sub-2924615_ses-PREFU12_run-001_T1w,1719.75,1844.25,182.75,168.25,572,630.75,2262.5,913.25,431,384.75,352.25
sub-2924615_ses-PREFU24_run-001_T1w,1697.75,1892.25,174.25,164.25,515.75,544.25,2277.25,905.5,496.5,326.5,442
sub-2924615_ses-PREFU36_run-001_T1w,1675.75,1792.25,240.75,179.5,551.25,589.5,2211.25,863,466,389.25,371
sub-2963960_ses-PREBL00_run-001_T1w,1739,1509.75,175.25,150.5,657.25,705,2245.75,932.75,332,457.5,426.75
sub-2963960_ses-PREEN00_run-001_T1w,1668.75,1545.5,180,150.5,690.25,672.25,2209,908.5,319.5,458,426.25
sub-2963960_ses-PREFU12_run-001_T1w,1752,1500.25,179.5,169,655.75,751,2216,921.25,333.5,473,491.75
sub-2963960_ses-PREFU24_run-001_T1w,1643.75,1536.25,183.5,141.25,556,638,2175,889.5,356.25,457.75,529.5
sub-2963960_ses-PREFU36_run-001_T1w,1649.75,1506.25,197.75,147.25,596.75,706,2192,914.5,379.5,463.75,460.5
sub-2963960_ses-PREFU48_run-001_T1w,1697,1514.75,210.25,151.75,594.75,735.75,2079.75,883,370.25,472.75,509.75
sub-3017785_ses-NAPBL00_run-001_T1w,2043,1706.75,270.75,203.25,646,594.5,2831,887.5,813.25,481.5,499
sub-3017785_ses-NAPEN00_run-001_T1w,2063,1726.25,233.75,211.25,682,590.25,2798.25,876.25,745.25,472.5,477.75
sub-3017785_ses-NAPFU03_run-001_T1w,2053,1713,260.75,191.75,618.75,599.75,2775,876.5,796,453.75,511.5
sub-3017785_ses-NAPFU12_run-001_T1w,2040.25,1741.5,252.75,195,698,582,2830.5,907.75,791.25,507.25,491.75
sub-3017785_ses-NAPFU24_run-001_T1w,2034.75,1706.5,254.25,198.25,634,543.75,2691,882,847.75,565.5,522
sub-3017785_ses-NAPFU36_run-001_T1w,2016.5,1690,267,214.25,634.5,601.75,2785.25,862.5,851.25,540,520
sub-3017785_ses-NAPFU48_run-001_T1w,2022.5,1703.5,204.75,223.75,637.5,566.25,2664,881.25,868.5,500.5,566.75
sub-3047136_ses-NAPBL00_run-001_T1w,2109,1733,99.75,123,703.25,853.5,2289.25,1037.5,293.75,304.75,350.25
sub-3047136_ses-NAPEN00_run-001_T1w,2097.75,1787.5,103.25,112.75,699.75,888.25,2320.75,1040,296.5,273.75,357.75
sub-3047136_ses-NAPFU03_run-001_T1w,2106.5,1766.25,96.75,133.5,692.25,829,2213.75,1086.25,315,307.25,361.5
sub-3047136_ses-NAPFU12_run-001_T1w,2126.5,1785,110,129.5,720,874.5,2213.75,1028.5,316.5,292.5,353.75
sub-3047136_ses-NAPFU24_run-001_T1w,2136.75,1790.25,100.5,134.75,710.5,832.5,2261,1021,276.25,312.5,358.75
sub-3048898_ses-PREBL00_run-001_T1w,1695.25,1806.5,149.5,190.5,601.25,567.5,2130.25,1084.25,447,334.75,363.25
sub-3048898_ses-PREEN00_run-001_T1w,1716.25,1784.25,145.75,173.75,602,621.5,2133,1059,407.75,329.25,336.75
sub-3048898_ses-PREFU12_run-001_T1w,1700.25,1762.75,156.25,182.5,579.5,593.75,2113.25,1100.75,459.25,347.5,331.75
sub-3048898_ses-PREFU24_run-001_T1w,1643.5,1812.75,155,224.75,547.25,531.75,2031.75,1048,430.75,337.25,435
sub-3048898_ses-PREFU36_run-001_T1w,1721.25,1750,133.25,178.5,577.75,568.75,2044.5,1080.25,429.5,356.5,334.5
sub-3084846_ses-PREBL00_run-001_T1w,1458,1723.25,80.25,153.25,564.25,578.25,2234,962.75,330.25,310.25,328.5
sub-3084846_ses-PREEN00_run-001_T1w,1486.75,1709.75,63.5,138.75,575.25,566,2258.75,943,350,311.25,332.75
sub-3084846_ses-PREFU12_run-001_T1w,1488.5,1711,81.25,134.5,553.25,569.75,2216.25,969.25,317,310.75,346.5
sub-3102543_ses-NAPBL00_run-001_T1w,1797.75,1579.5,86.75,135.75,609.5,648,2234.25,1046,292.5,215,312
sub-3102543_ses-NAPEN00_run-001_T1w,1825,1578.25,103.75,142.75,631.75,643.75,2220.5,1042.25,291.5,234.5,319
sub-3102543_ses-NAPFU03_run-001_T1w,1773.75,1577.25,87.5,147.25,626.5,624.5,2227.25,1002.75,317,210.5,358.25
sub-3102543_ses-NAPFU12_run-001_T1w,1790.25,1561.75,90,136.25,634.25,617.75,2202.25,1025,300.25,250.75,347.5
sub-3102543_ses-NAPFU24_run-001_T1w,1789.25,1563,95.25,134.25,636,698.75,2049,1062.5,291.25,248.5,313.75
sub-3102543_ses-NAPFU36_run-001_T1w,1784.25,1601.25,90,158.5,615,678.5,2164,1073,300.5,224.75,359.5
sub-3102543_ses-NAPFU48_run-001_T1w,1775.5,1601.75,86,148.5,603.75,617.25,2091.25,1038.75,363.25,237.25,369.5
sub-3119093_ses-NAPBL00_run-001_T1w,1772.75,1784,179.5,162.75,536.75,619.25,2424.75,832.5,369.25,634.25,320.25
sub-3119093_ses-NAPEN00_run-001_T1w,1715,1815,155.25,179.25,564.75,672,2471.25,834,369.25,576,326.25
sub-3119093_ses-NAPFU03_run-001_T1w,1789.25,1761.5,160.75,168.5,551.25,645.25,2440,857,365.25,591.25,321
sub-3119093_ses-NAPFU12_run-001_T1w,1728,1787.25,176.25,205.75,527.5,588.5,2293.5,797,412.5,602.5,387
sub-3119093_ses-NAPFU24_run-001_T1w,1708.75,1663.5,162.5,174,546.75,599.75,2159,798,340.25,602,336.25
sub-3137570_ses-NAPBL00_run-001_T1w,1937.75,1844,160.5,193.75,582.25,566.75,2297,817.5,613.75,195.5,413
sub-3137570_ses-NAPEN00_run-001_T1w,1889.5,1848.25,167.5,171.75,608,581.5,2311.5,834,607.75,205.5,406.25
sub-3137570_ses-NAPFU03_run-001_T1w,1946,1832,158.5,189.75,551,572.25,2306,815,603.5,183,425.5
sub-3137570_ses-NAPFU12_run-001_T1w,1925.25,1846,176,196.25,569.75,581.5,2202.25,809,609.25,173.75,433.25
sub-3137570_ses-NAPFU24_run-001_T1w,1924.75,1834,189.25,199.75,563.25,543,2241.75,786.25,648.5,215.5,446
sub-3137570_ses-NAPFU36_run-001_T1w,1939.25,1814.5,159.75,189,613,566,2352.75,817.75,573.25,202.75,422.75
sub-3137570_ses-NAPFU48_run-001_T1w,1935,1850.25,209.5,203.75,556.75,538.5,2247.75,800.75,623.25,195.5,498.25
sub-3162878_ses-NAPEN00_run-001_T1w,1390,1588.5,106.5,171.75,567.5,587.25,1853.25,920.5,505.25,37.25,462.25
sub-3162878_ses-PREBL00_run-001_T1w,1401.75,1616.25,109.5,138.75,534.5,559.75,1782.5,968.25,487.25,41.75,452.25
sub-3162878_ses-PREFU12_run-001_T1w,1337,1593,114.25,197.5,522.25,566.5,1781.5,935.5,504.5,19,435.25
sub-3162878_ses-PREFU24_run-001_T1w,1373,1635.75,116.75,177.75,577.75,564.5,1774,920.75,490,26,472.5
sub-3162878_ses-PREFU36_run-001_T1w,1372.5,1621,114.25,196.25,537,554,1747.25,876.5,521.75,29.25,460.75
sub-3165520_ses-PREBL00_run-001_T1w,1813.5,1663.25,236,234,646.25,588,2476,854,654.75,207.75,570.25
sub-3165520_ses-PREEN00_run-001_T1w,1873.75,1635.5,262.75,235.75,695,600,2499.25,871.25,608.25,174.5,502.75
sub-3165520_ses-PREFU12_run-001_T1w,1890,1643.75,229.5,235.5,658,609.75,2686.25,903.75,561,198.25,552
sub-3165520_ses-PREFU24_run-001_T1w,1811.5,1635.5,243,225.25,670.5,559.75,2583.25,858.75,610.5,226,568.75
sub-3165520_ses-PREFU36_run-001_T1w,1842.75,1639,227,238.25,617.25,580.25,2545.75,875.75,617,200,561
sub-3165520_ses-PREFU48_run-001_T1w,1753.75,1671.75,280.75,255.75,611.75,589,2315.75,887.5,598.75,145,546.75
sub-3169275_ses-PREBL00_run-001_T1w,2056.75,1686.5,219,200.5,602,739.75,2405.75,1095.25,485.25,155.75,429
sub-3169275_ses-PREEN00_run-001_T1w,2088.25,1653.25,226.5,188.5,613.75,716.5,2432.5,1086.25,444.25,150.5,368.5
sub-3169275_ses-PREFU12_run-001_T1w,2061,1675.25,229.25,182.5,546.25,741.5,2327.75,1037.75,521.25,179.75,418
sub-3191214_ses-PREBL00_run-001_T1w,1426.75,1689.25,147.25,190,706.75,664.5,2280.75,956,190.5,164.75,356
sub-3191214_ses-PREEN00_run-001_T1w,1454.25,1681.75,141,182.5,717.75,633.25,2280.25,941.75,159.5,179.5,345.25
sub-3191214_ses-PREFU12_run-001_T1w,1405.75,1662,130.25,196.25,671.25,691.75,2262.5,988,164,147,357.5
sub-3191214_ses-PREFU24_run-001_T1w,1434.25,1641,149,192.75,721.75,647.25,2312.75,974.75,183.5,166.5,359.5
sub-3191214_ses-PREFU36_run-001_T1w,1415.75,1666.25,120.75,193.75,695.75,622.5,2310,946,219,138.25,371.25
sub-3195342_ses-NAPBL00_run-001_T1w,1559.75,1433,175.25,238.75,557.75,648.5,2086,1062.75,663.25,353.5,451.75
sub-3195342_ses-NAPEN00_run-001_T1w,1586.75,1452.5,177.75,227.5,599.75,648.25,2019.25,1056.75,703,371.75,496.25
sub-3195342_ses-NAPFU03_run-001_T1w,1531.25,1446.75,169,227.5,600.75,644.5,2046.5,1058.5,689,345.5,474.5
sub-3195342_ses-NAPFU12_run-001_T1w,1569.5,1411.5,176.25,223.25,608,631.75,1961.5,1017.5,719.75,377.75,516.5
sub-3195342_ses-NAPFU24_run-001_T1w,1538,1457.75,176.75,236.25,539,642.5,1927.25,1031.5,730.25,381.5,514.75
sub-3195342_ses-NAPFU36_run-001_T1w,1559.75,1436.5,226,251.25,578.75,588,1922.25,976,740,412.25,539.5
sub-3195342_ses-NAPFU48_run-001_T1w,1473.25,1399,158.25,224,566.5,585.75,1777.5,977.5,714.5,394.75,456.25
sub-3230637_ses-NAPBL00_run-001_T1w,1802.75,1744.75,120.75,207.25,680,622.5,2663.75,1033,413.75,301.75,356.75
sub-3230637_ses-NAPEN00_run-001_T1w,1868.75,1674.5,124.75,196.5,662.75,728.25,2794,1092.75,383.25,192.5,356
sub-3230637_ses-PREFU12_run-001_T1w,1844.75,1730,120.5,205.5,643,654.25,2758.75,1074.75,396.25,220.25,350.75
sub-3230637_ses-PREFU24_run-001_T1w,1823.75,1763.25,148.5,222.75,652.75,650,2687,1187.75,479.5,242.5,370.5
sub-3230637_ses-PREFU36_run-001_T1w,1815.25,1750,139.5,217.5,602.5,599.75,2627.5,1041.25,411.5,325,389.25
sub-3230637_ses-PREFU48_run-001_T1w,1825.75,1732,154,219.5,609.75,602.75,2681.25,1083.25,469,244,383
sub-3258515_ses-PREBL00_run-001_T1w,1670.25,1617,40.5,67.75,691.25,798.5,2270.5,1115.75,317.5,181.5,316.75
sub-3258515_ses-PREEN00_run-001_T1w,1781.25,1671.75,54,97.75,639,854.75,2220.25,1051.25,356.75,196,372.25
sub-3258515_ses-PREFU12_run-001_T1w,1759.5,1604.5,38,95.75,658.5,860.25,2263.75,1055.5,286,187,329.25
sub-3276299_ses-PREBL00_run-001_T1w,1931.75,1797.75,94,115,621,779.5,2108.75,1192.5,353,36.25,336.5
sub-3276299_ses-PREEN00_run-001_T1w,1833,1740.25,56.25,100.75,711.25,881.75,1998.25,1176,309.75,11.75,297.75
sub-3276299_ses-PREFU12_run-001_T1w,1815.75,1710.5,54,114.25,694,820,2046,1119.75,349,19.75,347.5
sub-3301724_ses-PREBL00_run-001_T1w,1568.25,1587.5,142.75,189.25,648.5,624.5,2073,1062.25,521.75,187.5,339.5
sub-3301724_ses-PREEN00_run-001_T1w,1572.25,1581.5,120.25,185.5,679.5,640.25,2075.5,1084,488.75,204.25,343.25
sub-3301724_ses-PREFU12_run-001_T1w,1578.5,1559.75,143.5,186,660.75,655.25,2051,1075,516.25,189.5,339.75
sub-3301724_ses-PREFU24_run-001_T1w,1537.5,1561,137,225.75,649.75,610.25,2041.75,1008.5,543.75,214.25,373
sub-3301724_ses-PREFU36_run-001_T1w,1583,1541.5,128.25,218.5,680.75,592.75,2011.5,990.75,539,203.75,388.5
sub-3301724_ses-PREFU48_run-001_T1w,1592,1530.25,120.25,227,739.5,599,2058,1013.75,511.5,188.5,380.25
sub-3321114_ses-NAPBL00_run-001_T1w,1468.5,1594,153.75,186.25,518,518.5,2274.25,861.75,233.5,419.25,365.75
sub-3321114_ses-NAPEN00_run-001_T1w,1484,1620.75,120.75,177.75,469.5,541.75,2255,849.75,257.5,402,360
sub-3321114_ses-NAPFU03_run-001_T1w,1485.25,1592,127.75,185,508.25,532,2369.5,825,250,414.5,351
sub-3321114_ses-NAPFU12_run-001_T1w,1486.75,1579.75,119.25,184.25,500.25,547.5,2390.5,870.5,244.25,413,347.25
sub-3321114_ses-NAPFU24_run-001_T1w,1437.75,1608.25,149.5,185.5,477.25,552.5,2183.25,812.75,235.75,421.25,372.75
sub-3321114_ses-NAPFU36_run-001_T1w,1464.5,1579.25,145.25,193.25,476.75,532.5,2203.5,815.75,269.75,425.75,333.75
sub-3321114_ses-NAPFU48_run-001_T1w,1426.5,1506.75,119,182.5,486.25,511.25,2260.75,829.75,242.25,430.25,343.25
sub-3343577_ses-PREBL00_run-001_T1w,1807.25,1676.25,95,99.75,778.75,833.25,2100,1176,429.5,222,366
sub-3343577_ses-PREEN00_run-001_T1w,1801,1673.5,87,95.25,732,873,2001.25,1204.5,451.75,217.5,362
sub-3343577_ses-PREFU12_run-001_T1w,1821,1650.5,93.75,89,771.5,850.75,2111.25,1206.75,437.75,205.75,350
sub-3343577_ses-PREFU24_run-001_T1w,1794.25,1617,117.75,92.25,736.5,819.25,2005.75,1167.5,481.25,207.75,375.75
sub-3343577_ses-PREFU36_run-001_T1w,1814.5,1638,104.75,98,777.25,765.5,2042,1155.75,491.5,220.75,365.75
sub-3360165_ses-NAPBL00_run-001_T1w,1828.5,1914.75,55.5,31.5,653.75,584.75,2343.75,929.5,394.75,301.75,410
sub-3360165_ses-NAPEN00_run-001_T1w,1851,1868.25,55,62.5,713.75,589.25,2410.25,933.5,373.75,279.75,389.25
sub-3360165_ses-NAPFU03_run-001_T1w,1797.75,1881.25,68.25,37.5,668.25,573.5,2318.75,905.75,428.5,340.75,413.25
sub-3360165_ses-NAPFU12_run-001_T1w,1866,1865.5,39.75,50.75,687.5,600,2372.75,924,402,333.5,394
sub-3360165_ses-NAPFU24_run-001_T1w,1837.25,1860,48.75,40.75,683.75,590.75,2411.75,947.75,368,308.5,373.25
sub-3360165_ses-NAPFU36_run-001_T1w,1837.5,1888,65,44.25,668.75,566.25,2357,939.5,401.75,312.75,427.5
sub-3408795_ses-NAPBL00_run-001_T1w,1621.75,1604.75,129,112.5,558,589.25,2528.5,970.75,271.75,267,240.5
sub-3408795_ses-NAPEN00_run-001_T1w,1639.75,1593.25,103.5,109.25,560,591,2523,960,259.75,248.25,242
sub-3408795_ses-NAPFU03_run-001_T1w,1637.75,1554.25,117.5,108.25,583.5,602.25,2494.25,955.25,274.5,289.25,233.75
sub-3408795_ses-NAPFU12_run-001_T1w,1583,1575.25,113.25,123,559,524.75,2438,961.5,314,276.5,326.75
sub-3408795_ses-NAPFU24_run-001_T1w,1598.25,1570.75,131,113.5,570.75,527.75,2406,923,318.5,287.75,267
sub-3408795_ses-NAPFU36_run-001_T1w,1592.75,1551.75,132.75,119.5,536.5,530.5,2372.75,954.25,310,288,302.25
sub-3408795_ses-NAPFU48_run-001_T1w,1572,1556.75,132.25,130.25,594.5,543,2368.75,889,285.25,254.5,267.25
sub-3448346_ses-NAPBL00_run-001_T1w,1596.5,1527.25,109.75,152.75,618,604.5,1932.5,972.5,391.5,132.75,369
sub-3448346_ses-NAPEN00_run-001_T1w,1629.75,1544.25,79.5,135,653,650.5,2018.25,1012,323,101.5,295.25
sub-3448346_ses-NAPFU03_run-001_T1w,1650.75,1579.25,101.25,143.75,610.25,582.25,1916,989.75,384.25,118,369.75
sub-3448346_ses-NAPFU12_run-001_T1w,1567.5,1561.5,101.25,150.25,602.5,588.5,1894,973.25,382,134.5,371.25
sub-3448346_ses-NAPFU24_run-001_T1w,1606,1546.5,92,147.75,582.75,591.25,1903,967.25,386.25,122.25,400.25
sub-3452929_ses-PREBL00_run-001_T1w,1962,1789.25,154.5,163.75,864.25,788,2255.25,1030,245.75,384.25,390
sub-3452929_ses-PREEN00_run-001_T1w,1986,1726.25,170.75,173.25,879,766.25,2171.25,1010.5,241.75,420.75,383
sub-3455156_ses-NAPBL00_run-001_T1w,2039.75,2101.75,9.5,121.25,599.5,720.75,2479.5,1295.5,240.5,367.25,360.75
sub-3455156_ses-NAPEN00_run-001_T1w,2016.75,2085.75,10.5,92.25,648.75,799.25,2406.5,1340.5,221,321,329
sub-3455156_ses-NAPFU03_run-001_T1w,2044.5,2033,17.5,108.75,621.75,727.5,2455.25,1350.75,240,340.25,347.75
sub-3455156_ses-NAPFU12_run-001_T1w,2044.75,2074.25,14.5,118.25,613.5,791.75,2442.25,1314.25,239.25,344.75,369.5
sub-3455156_ses-NAPFU24_run-001_T1w,1985.25,2046.25,12.5,112.75,615,791.75,2455,1316.5,225,301.5,334.75
sub-3463254_ses-PREBL00_run-001_T1w,1833.75,1650.75,241.25,167,606.5,589.5,1939.25,833.75,555.25,67.25,374.25
sub-3463254_ses-PREEN00_run-001_T1w,1831.25,1668.25,255,160.5,632.75,577.5,1957,832.5,528.25,41,366
sub-3475739_ses-PREBL00_run-001_T1w,1750,1862.25,70.5,166,499.5,656.5,1927.5,988.75,256.75,153.25,375
sub-3475739_ses-PREEN00_run-001_T1w,1728,1895.25,49.75,172.25,511,659,1950,1056,261,133.25,321
sub-3475739_ses-PREFU12_run-001_T1w,1733,1854.25,64,177,492.5,682,1845.25,1042,307.75,142.75,324
sub-3475739_ses-PREFU24_run-001_T1w,1701.75,1862.75,64.5,170.5,496.75,665.25,1900.75,1001,268,150.5,372.5
sub-3525262_ses-PREBL00_run-001_T1w,1819.5,1912.5,94,139.25,591.5,729.5,2623.25,1106.75,736.25,98.5,427
sub-3525262_ses-PREEN00_run-001_T1w,1842,1907.75,87.5,148,654.25,752.25,2536,1111,636.25,106.25,438.75
sub-3531206_ses-NAPBL00_run-001_T1w,1985.5,1993.5,85,175.25,540.25,606.25,1776.25,948.5,311.25,217.75,356.5
sub-3531206_ses-NAPEN00_run-001_T1w,2004.5,2005.25,65.75,175.5,576,627.75,1848.5,927.75,287.75,201,364.75
sub-3531206_ses-NAPFU03_run-001_T1w,1988,1995,68.75,159.75,527.5,604,1742.75,905.5,310,218.75,311.75
sub-3531206_ses-NAPFU12_run-001_T1w,1952.5,1977,57.25,143,462.5,579.25,1714,904.25,319.25,196.75,380.75
sub-3531206_ses-NAPFU24_run-001_T1w,1960.5,2031.25,72,161.75,566,613.75,1752.75,934.25,326.25,235,326.25
sub-3531206_ses-NAPFU36_run-001_T1w,1953.75,1978.25,91,168.75,560,614.5,1722.5,911.75,299.25,223.75,367
sub-3594014_ses-PREBL00_run-001_T1w,1607.75,1453.5,65.25,162.5,622,603.25,2193,701,356.75,122.5,336.5
sub-3594014_ses-PREEN00_run-001_T1w,1638.75,1465.5,60.75,147.25,636.25,600,2271.75,747.75,415.75,119.25,316.25
sub-3594014_ses-PREFU12_run-001_T1w,1645,1479.25,72.5,164.75,646.25,575.25,2218,727,413.5,143,367.75
sub-3619481_ses-NAPBL00_run-001_T1w,1688,1571.75,104,189.75,646.25,708.5,2367,938.75,284.75,216.5,432.75
sub-3619481_ses-NAPEN00_run-001_T1w,1687.75,1564,95.5,177.5,776.75,770.75,2418.75,936.5,254.25,229.75,350.75
sub-3619481_ses-NAPFU03_run-001_T1w,1663.75,1610.5,105.75,180.75,697.25,717.25,2401,895.25,309.5,232.5,372.75
sub-3619481_ses-NAPFU12_run-001_T1w,1700.75,1608.5,95,184,741,735,2371,954,280.25,250.75,356.75
sub-3619481_ses-NAPFU24_run-001_T1w,1667,1601,104.5,178.25,764,720.75,2320.5,906,314.5,276.25,346.25
sub-3619481_ses-NAPFU36_run-001_T1w,1637.5,1595.25,110,180,713.5,716,2312.25,887.75,307.75,263,385.25
sub-3663941_ses-PREBL00_run-001_T1w,1615.75,1989.5,122.75,203.75,677.25,758.5,2053.25,1030.5,352,189.25,348.25
sub-3663941_ses-PREEN00_run-001_T1w,1625.75,1972.75,114.5,215.5,713.75,737,2165.5,1057.75,332.25,220,372.5
sub-3692881_ses-PREBL00_run-001_T1w,2130,1809.75,132.75,165.25,669,712.5,1840,1107,438.5,326.25,399.75
sub-3692881_ses-PREEN00_run-001_T1w,2106,1797.5,133,168.25,698.75,669,1883.75,1088.75,425.25,324.5,376.5
sub-3692881_ses-PREFU12_run-001_T1w,2116.5,1811.25,168.25,174.75,686.25,674,1861,1135.25,419,331.75,389.75
sub-3692881_ses-PREFU24_run-001_T1w,2118.25,1793.5,150.75,152.25,662.25,709.75,1919.75,1147,435.5,351.25,389.25
sub-3692881_ses-PREFU36_run-001_T1w,2131.75,1806.5,140,147.25,651,681,1839.75,1160,479.25,364.75,397
sub-3697357_ses-NAPBL00_run-001_T1w,2065,1737.75,37.25,96.5,729.25,731,2456.5,1173.75,288.75,371.25,328.75
sub-3697357_ses-NAPEN00_run-001_T1w,2070,1687.75,30,93.75,767.75,714.5,2505.75,1135.5,289.25,326.75,315
sub-3697357_ses-NAPFU03_run-001_T1w,2053,1727.5,43,89.75,720.25,687.5,2485.25,1137,288.25,378.25,316
sub-3697357_ses-NAPFU12_run-001_T1w,2083.25,1690,39.75,96.75,716,703.75,2489.25,1137.75,310.5,361.5,343.25
sub-3697357_ses-NAPFU24_run-001_T1w,2081.5,1728.75,47,97.5,719,709.25,2484.75,1115.5,314.25,348,333.25
