subject.ID,Anterior_hippocampus,Posterior_hippocampus,MISC,Meninges_PHC,ERC,Br35,Br36,PHC,ColSul,OTSul,Meninges
sub-4847131_ses-NAPFU48_run-001_T1w,1660,1471.75,110.5,201.75,561,687.75,2652.75,761,265.5,459.5,339.5
sub-4943065_ses-PREBL00_run-001_T1w,1456.5,1514,25,122.75,628.25,548.5,1924.25,1270,340.75,259,255.25
sub-4943065_ses-PREEN00_run-001_T1w,1488,1502,19.5,117,626.75,666,2088.25,1273,320,183.5,255.25
sub-4943065_ses-PREFU12_run-001_T1w,1510.75,1498.25,11.75,114.75,606.75,641.5,2078.75,1250,342.75,234,275.75
sub-4943065_ses-PREFU24_run-001_T1w,1456,1479,39.25,123.25,608.75,607,2223.25,1150,448.5,172,353.25
sub-4943065_ses-PREFU36_run-001_T1w,1438,1506,22.75,114,584.25,576.75,1940.25,1224.25,383.25,252,299.25
sub-4943065_ses-PREFU48_run-001_T1w,1481.75,1455.25,30.5,124.75,586.25,580.5,2046.75,1180.5,435.25,178.5,334.25
sub-4960454_ses-PREBL00_run-001_T1w,1928.25,1496.25,49,130.75,574,710.5,2477.5,1360.75,250,309.25,256.5
sub-4960454_ses-PREEN00_run-001_T1w,1930.25,1558,45.25,113,567,696.25,2602.5,1351.25,338.5,341.75,251.75
sub-4960454_ses-PREFU12_run-001_T1w,1939.25,1527.75,53.5,136,571,733.5,2532.75,1329.75,334,317.75,299.5
sub-5013589_ses-NAPBL00_run-001_T1w,1690.25,1826.5,54.75,130.75,633.25,804.5,1959.25,1091.75,258.75,102.5,326.25
sub-5013589_ses-NAPEN00_run-001_T1w,1665.25,1834.5,65.5,153.75,620.25,761,1923,1109.25,238,133,349.75
sub-5013589_ses-PREFU12_run-001_T1w,1708.25,1756.75,47.25,145,616,802.75,1913.5,1114.5,236.75,77.75,347.5
sub-5013589_ses-PREFU24_run-001_T1w,1710.5,1767.25,44.75,136.5,648.25,827.75,1909.25,1122.25,235,131,292.25
sub-5018020_ses-NAPBL00_run-001_T1w,1581.25,1511.5,141.5,104.25,578.5,798,2287.25,1119.5,535,312.5,271.5
sub-5018020_ses-NAPEN00_run-001_T1w,1561.5,1474.5,136.75,98.75,588.5,758,2154,1045,551.25,302.25,278.5
sub-5018020_ses-NAPFU03_run-001_T1w,1525,1517.75,132.75,106.75,631,811.5,2221.25,1124.5,542.5,316,268
sub-5018020_ses-NAPFU12_run-001_T1w,1583.75,1487.25,161.75,108.5,608.75,738.75,2170.5,1098.75,550.75,331,317.75
sub-5018020_ses-NAPFU24_run-001_T1w,1534.75,1523.5,142,110.75,596.25,746.5,2172,1061.75,582.25,340,312.5
sub-5030375_ses-PREBL00_run-001_T1w,1522,1546.25,153,211,646,643.5,2029.25,1279.25,340,218.75,452.5
sub-5030375_ses-PREEN00_run-001_T1w,1490.25,1568.5,142.75,144.75,650.75,606.5,2097.25,1131.5,303,278,368.5
sub-5030375_ses-PREFU12_run-001_T1w,1499.25,1606.25,153.5,200.75,647.75,624.75,2067.75,1206.5,351,235.25,461.25
sub-5030375_ses-PREFU24_run-001_T1w,1525.5,1629.5,134.5,191.75,624.5,647.25,2083.5,1258.75,347.5,261.25,469
sub-5158901_ses-PREBL00_run-001_T1w,2121.25,1790.5,192.5,197.75,566.75,590.75,2311,836.5,387,408,429.25
sub-5158901_ses-PREEN00_run-001_T1w,2178.25,1722,161,185.5,601.25,686.75,2290.25,811,357,396.25,413.75
sub-5158901_ses-PREFU12_run-001_T1w,2126.5,1711.25,201.75,191,629.75,614.5,2270.25,769.25,389.25,352.5,424.75
sub-5158901_ses-PREFU24_run-001_T1w,2140.5,1714.75,136,196.75,460.75,579.75,2160.75,860,394,327,492.75
sub-5158901_ses-PREFU36_run-001_T1w,2084.5,1759.5,210.25,197,646.25,651.5,2282.5,818,406.25,425.75,443.25
sub-5160587_ses-PREBL00_run-001_T1w,1824.25,1679.25,15.75,88.5,786.75,833.75,2379.5,1094.75,426.5,295.5,301.75
sub-5160587_ses-PREEN00_run-001_T1w,1752.5,1633,41,98.75,750.75,800.25,2301,1072.5,430.25,317,409.25
sub-5160587_ses-PREFU12_run-001_T1w,1810.25,1698.5,40.75,82.5,780.5,820.5,2306.75,1101,431,337,378.25
sub-5160587_ses-PREFU24_run-001_T1w,1794.5,1753,56.25,98.25,731.25,793.5,2363.25,1063.5,415.75,299,404.25
sub-5181071_ses-NAPBL00_run-001_T1w,1563.25,1594.5,102.75,146.75,591,702.25,2291.75,1190.5,452.5,133.5,295
sub-5181071_ses-NAPEN00_run-001_T1w,1562.25,1524.5,80,157,584,669.5,2223.75,1098.25,503.25,135,368
sub-5181071_ses-NAPFU03_run-001_T1w,1581.75,1608.5,90.25,128.5,636.75,673,2290,1216,468,152.5,288.25
sub-5181071_ses-NAPFU12_run-001_T1w,1540,1554,89.75,145.5,599,713.75,2241,1168.5,457,153.5,296.25
sub-5181071_ses-NAPFU24_run-001_T1w,1600,1569.5,93.25,142,616.5,704.75,2241,1165.5,497.25,129.75,321.5
sub-5184448_ses-NAPBL00_run-001_T1w,1429.5,1765.25,134.75,125,499.75,578.75,1919,899,167.25,312,284.75
sub-5184448_ses-NAPEN00_run-001_T1w,1472.5,1766.75,139.25,121.75,498.5,546.25,1957.75,947.5,188.25,275.5,284.5
sub-5184448_ses-NAPFU03_run-001_T1w,1431,1774.5,125.5,125,476,564.25,1869.5,899.5,187.5,277.5,283
sub-5184448_ses-NAPFU12_run-001_T1w,1444.75,1776.5,151.5,121,450.25,525.25,1886.25,877.5,201.75,297.5,308
sub-5184448_ses-NAPFU24_run-001_T1w,1382.5,1718.75,137.25,134,446,498.25,1836.5,857.25,231.75,291,334.5
sub-5184448_ses-NAPFU36_run-001_T1w,1380,1689.75,156,121.75,456.5,489,1815,850.25,183.5,302.75,270.5
sub-5184448_ses-NAPFU48_run-001_T1w,1328,1680.75,184,126.5,414.75,450.25,1774.75,813.5,238.25,290.75,313.5
sub-5187625_ses-PREBL00_run-001_T1w,1482,1607.25,28.25,77.5,490.5,600.75,2315.75,822,138.25,249,236.75
sub-5187625_ses-PREEN00_run-001_T1w,1463.25,1623.75,29.75,82.5,494.5,604.75,2399.75,810.5,143.5,202.5,242.5
sub-5187625_ses-PREFU12_run-001_T1w,1474,1617,10,75,487.25,583.75,2295.25,755,159,233.25,276.25
sub-5187625_ses-PREFU24_run-001_T1w,1483.75,1599,6,66.75,515.5,568,2299.5,797.75,160.75,235,260
sub-5187625_ses-PREFU36_run-001_T1w,1447.75,1587.5,10.25,79,466,598.25,2279.5,765.25,147.25,199.25,269.25
sub-5187625_ses-PREFU48_run-001_T1w,1452.25,1621,17.75,91.5,486.25,568.25,2245.5,798.75,172.5,247.25,284.75
sub-5219094_ses-PREBL00_run-001_T1w,2062.5,1785.75,96.75,161.25,688.25,795.5,2279.25,1002.5,294,282.25,411
sub-5219094_ses-PREEN00_run-001_T1w,2092.5,1789,96,177.25,728.75,833.5,2312.25,1016,304.75,295.75,367.75
sub-5219094_ses-PREFU12_run-001_T1w,2084.75,1749.75,95.5,172.5,703.25,851,2309.5,993.25,251,319,335.5
sub-5261010_ses-PREBL00_run-001_T1w,2186.5,1830.5,178,274.25,681.25,786,2216,997.5,288.75,270,450.75
sub-5261010_ses-PREEN00_run-001_T1w,2244.5,1804.5,199.75,291,630.5,774.5,2179,984.25,345.75,276.25,446.75
sub-5261010_ses-PREFU12_run-001_T1w,2165.25,1803.75,210,269.25,692.5,750,2113.25,978.75,360,291,419.75
sub-5336241_ses-PREBL00_run-001_T1w,1853.25,1706,214.5,228.75,653,638.75,2500.25,942,564.25,212.5,535
sub-5336241_ses-PREEN00_run-001_T1w,1818,1695.25,218.5,221.5,640,630.5,2534.25,919.25,559.75,215,511
sub-5352582_ses-NAPBL00_run-001_T1w,2070.5,1815.5,153.5,182.75,720.25,664.25,2235,1070.25,309.5,303.25,380.75
sub-5352582_ses-NAPEN00_run-001_T1w,2108.25,1814.25,164,180,737.25,672.5,2268,1097.75,352,294.25,374
sub-5352582_ses-NAPFU03_run-001_T1w,2139,1819.25,170.25,182,668,647.25,2361.5,1045,387.5,287,449.75
sub-5352582_ses-NAPFU12_run-001_T1w,2082,1784.25,152.25,179.25,662,674,2327.75,1069.5,365.75,256.75,461
sub-5352582_ses-NAPFU24_run-001_T1w,2102.25,1787,147.75,171.25,655.5,666.25,2243.5,1074.75,400.25,268.75,394.25
sub-5352582_ses-NAPFU36_run-001_T1w,2039,1717,140,186.75,675.5,667,2228.25,1035.75,339.25,243.25,433.5
sub-5353353_ses-PREBL00_run-001_T1w,1894.5,1728,36.5,98.75,632,651.5,2829.25,911,490.75,102.25,322.25
sub-5353353_ses-PREEN00_run-001_T1w,1848.25,1716.75,35.5,107.75,679.75,603.5,2881.25,882.25,529,121.75,324
sub-5353353_ses-PREFU12_run-001_T1w,1893.5,1717.5,34.25,81.25,701.75,676.5,2761.5,928,471.5,142,260.5
sub-5360989_ses-PREBL00_run-001_T1w,1678,1525.5,49,99.25,596.75,643,2517.5,1071.75,441.5,140,353.25
sub-5360989_ses-PREEN00_run-001_T1w,1719,1498.25,41,110.75,589,692.25,2606,1080.25,382.25,127.5,307.25
sub-5360989_ses-PREFU12_run-001_T1w,1498.25,1448.25,56.25,111.25,570.25,629.5,2388,980,453.75,152,312.75
sub-5443870_ses-NAPBL00_run-001_T1w,1792.5,1866.75,227.5,282.75,626.25,628.25,2697.25,1024.75,387.5,186,448.25
sub-5443870_ses-NAPEN00_run-001_T1w,1826,1827.75,227.75,265.5,611.75,702,2780.5,989.25,332.25,185,421.25
sub-5448142_ses-PREBL00_run-001_T1w,1213.75,1680.75,77,225,518.5,517,1656.75,895.5,225.5,219,401.25
sub-5448142_ses-PREEN00_run-001_T1w,1251.5,1640.75,80.5,213,575.5,518.5,1732.25,932.25,203,211.5,352.25
sub-5448142_ses-PREFU12_run-001_T1w,1218.75,1620.25,78,226,525.25,505.5,1650,872.25,249.5,232,392
sub-5452448_ses-NAPBL00_run-001_T1w,1716.75,2057,25.5,121,711.5,772.5,2031,947.25,243.75,225.75,347.5
sub-5452448_ses-NAPEN00_run-001_T1w,1687.25,2101,20,121.25,671.75,783.5,2036.25,958.5,275,234.25,367.25
sub-5452448_ses-NAPFU03_run-001_T1w,1689.75,2113.5,16.75,104.25,697.5,723.5,2035,956.5,283,250.5,360.5
sub-5452448_ses-NAPFU12_run-001_T1w,1716,2045,21.5,109.5,715.5,711.5,2072.5,923.75,283,251.25,349.75
sub-5452448_ses-NAPFU24_run-001_T1w,1689,2099.75,23.75,116,655.5,703.75,1967,930,308.25,267.75,413.5
sub-5452448_ses-NAPFU36_run-001_T1w,1677,2032.75,27.25,115,678.25,687.5,1994.5,905.75,301.5,255,347.25
sub-5452448_ses-NAPFU48_run-001_T1w,1616.5,2042,34.75,125.25,718,633.5,1975,872.5,331.75,281.25,395.25
sub-5456920_ses-PREBL00_run-001_T1w,2609,2185.25,117,180.25,1002,859.5,2849.75,1300.25,610,286.75,483.25
sub-5456920_ses-PREEN00_run-001_T1w,2638.75,2191,143,184.25,1000.75,983,2732,1319.75,632.75,309.5,503.75
sub-5458966_ses-NAPBL00_run-001_T1w,2021.25,1734.25,220.25,201.25,561.75,722.5,2531.25,1060,555.5,116,436.5
sub-5458966_ses-NAPEN00_run-001_T1w,2038,1727.25,195.5,207.5,581.5,707.5,2530,1037.5,504.5,136.25,461.75
sub-5458966_ses-NAPFU03_run-001_T1w,1962.5,1639.25,180.5,195.5,598,771.25,2516.25,1051.75,447.5,115.25,415
sub-5458966_ses-NAPFU12_run-001_T1w,2002,1719.25,183,203.25,591.75,762.75,2595.25,1087,455,99.5,433.75
sub-5458966_ses-NAPFU24_run-001_T1w,2060,1721,229,216.5,554.75,720.25,2564.25,1027,511.5,139.25,501.75
sub-5458966_ses-NAPFU36_run-001_T1w,2008.25,1694.75,187,198.75,581.5,692,2617,1050,511,122.75,456.75
sub-5458966_ses-NAPFU48_run-001_T1w,1992,1733.75,198.75,216.5,518.5,710.75,2542.25,1036.75,526,108.25,472.25
sub-5526728_ses-PREBL00_run-001_T1w,2005.75,1855.25,201.5,260,658,727,2891.25,1025.75,572.5,102.25,505.25
sub-5526728_ses-PREEN00_run-001_T1w,1980.75,1863.5,271,255.25,714.5,760.75,2902,1031.5,529.25,146.25,504.75
sub-5558904_ses-PREBL00_run-001_T1w,2304,1854.5,190.25,200.5,659.25,925,2431,1186.25,459,100,391.75
sub-5558904_ses-PREEN00_run-001_T1w,2317,1843,233.25,193,664.5,871,2389.5,1153.5,486.25,119,409.5
sub-5562282_ses-PREBL00_run-001_T1w,2304,2026,290.5,209.5,602.25,676,3155.5,1011,457.5,270.5,375.25
sub-5562282_ses-PREEN00_run-001_T1w,2333,1996,277,227.5,595.5,720.5,3158,1028.5,409.5,245.75,387.75
sub-5598008_ses-PREBL00_run-001_T1w,1605,1762.25,74.5,159.5,550.25,533,2093.75,1017.5,285.25,239,357
sub-5598008_ses-PREEN00_run-001_T1w,1605.25,1760,71.75,158.25,529.25,526.75,2013,1025.75,256.75,275,383
sub-5598008_ses-PREFU12_run-001_T1w,1612.75,1707.75,95.25,153,558.75,539.25,1997.25,1001.5,267.75,263.5,331.75
sub-5640996_ses-NAPBL00_run-001_T1w,1527.25,1636,100.75,148.75,659.25,580.75,2292.75,956.75,463,208,375.75
sub-5640996_ses-NAPFU03_run-001_T1w,1535.75,1622.25,90,154.75,646.25,615.25,2257.5,957.75,441.75,200.5,348
sub-5640996_ses-NAPFU12_run-001_T1w,1524.5,1637.75,94.75,155.5,651,595.25,2269.5,966,467,197,332.25
sub-5640996_ses-NAPFU24_run-001_T1w,1538.75,1574,104.5,127,617.5,592.5,2150.75,890.25,481,280,340.5
sub-5640996_ses-NAPFU36_run-001_T1w,1486.25,1563.25,108,146.75,606.75,579.75,2183.75,892.5,451.75,251.25,358.25
sub-5640996_ses-PREEN00_run-001_T1w,1538.5,1613,81.75,146,623.75,596.25,2167,943.75,469.75,224.75,329
sub-5692079_ses-PREBL00_run-001_T1w,1875.75,1598.75,20,4.75,628.75,669.25,2834.25,1017.25,568,112.25,273.5
sub-5692079_ses-PREEN00_run-001_T1w,1912.5,1590.75,15,8.75,601,738.25,2946.75,952.5,558.5,99.5,294.5
sub-5692079_ses-PREFU12_run-001_T1w,1882.5,1618.25,3.75,5.5,604.75,671.25,2905.75,1018,603.5,101.75,297.25
sub-5692079_ses-PREFU24_run-001_T1w,1861.5,1599.25,17,10,589.75,697.25,2841.75,955.75,603.75,103.75,319.75
sub-5692079_ses-PREFU36_run-001_T1w,1824.5,1547.5,14.25,6,604.5,688,2812.25,990,604.75,125.75,305.75
sub-5692079_ses-PREFU48_run-001_T1w,1813.25,1590,13,4.25,563,616.25,2840.5,942.25,651.25,136.25,327.5
sub-5707288_ses-PREBL00_run-001_T1w,1776.5,1691.5,99.5,123.25,639.75,588.75,2136.25,893.25,367,343.5,418.5
sub-5707288_ses-PREEN00_run-001_T1w,1776.75,1723.75,117.25,114,587.5,578.5,2051.25,880.25,390.25,325.75,410.25
sub-5710981_ses-PREBL00_run-001_T1w,1916.5,1775.75,176.5,164.25,704.75,651.5,2156.75,893,587.75,27.25,442.25
sub-5710981_ses-PREEN00_run-001_T1w,1884.25,1761,155.75,167,683,724.25,2178.75,912.75,486.25,19.5,440.25
sub-5710981_ses-PREFU12_run-001_T1w,1836,1761.25,199.25,175,618.25,640,2006.75,854,608.75,32.5,495.5
sub-5730499_ses-PREBL00_run-001_T1w,1780.25,1649.5,86.5,141.75,613.75,640.75,2452.75,833.25,501.5,199.75,345.75
sub-5730499_ses-PREEN00_run-001_T1w,1807.5,1668,92.75,153.25,637.5,623,2508,833.25,500.25,197.25,380.5
sub-5730499_ses-PREFU12_run-001_T1w,1774.75,1676.5,92.5,139.5,621.5,599.75,2491,854,521.75,209,382.75
sub-5730499_ses-PREFU24_run-001_T1w,1717.5,1617.5,89.5,154.75,585.25,615,2310.25,800.75,572.5,198.75,393.75
sub-5730499_ses-PREFU36_run-001_T1w,1736.75,1627.75,82.25,145.25,572,615.5,2349,812.25,597.5,191.25,387.75
sub-5730499_ses-PREFU48_run-001_T1w,1721.25,1622.25,101,153.75,632.75,617,2330.75,788,588.5,214.25,383.5
sub-5774407_ses-NAPBL00_run-001_T1w,1926.5,2035,163.25,173.5,722.5,712.75,2053.5,897,373.25,331,487.25
sub-5774407_ses-NAPEN00_run-001_T1w,1985.5,2034.25,194.5,186.75,682.5,757.5,2074.5,922.75,382.75,325.25,495.5
sub-5774407_ses-NAPFU03_run-001_T1w,1978.75,2113.25,183,184,717.5,729,2127,921.25,373.25,358.75,503.75
sub-5774407_ses-NAPFU12_run-001_T1w,1896,2058.25,184.75,203,623,765.75,2170.75,914,370.75,380,516.75
sub-5774407_ses-NAPFU24_run-001_T1w,1953.75,1997.25,181.75,173.75,831.25,725.75,2165,901.25,364,347.25,469.25
sub-5774407_ses-NAPFU36_run-001_T1w,2004,2094.5,200.25,178.75,673.5,740,2108.5,915.75,363.5,337.25,472.25
sub-5774407_ses-NAPFU48_run-001_T1w,1933,2062.25,200,196.75,645.75,778,2038.75,872.25,360.5,365,506.75
sub-5817042_ses-NAPBL00_run-001_T1w,1614,1527.5,119,156.5,533.5,692.5,1854,873.25,254,307.75,388.25
sub-5817042_ses-NAPEN00_run-001_T1w,1654.75,1555,112.5,154.75,549.5,706,1898,900,213.25,248.25,400.25
sub-5817042_ses-NAPFU03_run-001_T1w,1634,1533.25,109.25,155.5,528.25,745.25,1876.5,883.25,210.75,284.5,373.75
sub-5817042_ses-NAPFU12_run-001_T1w,1620.75,1561,113.5,172.25,537,687.5,1852.5,887.75,246.25,314.25,388.75
sub-5817042_ses-NAPFU24_run-001_T1w,1633,1531.75,135.75,179.5,540.25,618.75,1842.5,877.25,266.5,332.75,399
sub-5817042_ses-NAPFU36_run-001_T1w,1607,1530.5,137,162.25,502.5,648.75,1839.25,862.75,256,350.25,411
sub-5817042_ses-NAPFU48_run-001_T1w,1616,1523.5,144,176.25,520.25,643.75,1859.75,898,263.75,355.5,406.75
sub-5836679_ses-PREBL00_run-001_T1w,2284,1929.5,33.5,139.75,684.5,672.25,2450,1347.25,314.75,342.75,346.75
sub-5836679_ses-PREEN00_run-001_T1w,2219,1926.75,31.5,136.25,737.75,691.25,2455,1345,280.25,344.5,335.25
sub-5967806_ses-NAPBL00_run-001_T1w,1769.25,1646,135,128.75,500,649,2112.5,900.75,280,323.75,379.25
sub-5967806_ses-NAPEN00_run-001_T1w,1785.75,1602,139.25,120.25,469.75,677.5,2076.25,929.25,281.25,307.75,381.25
sub-5967806_ses-NAPFU03_run-001_T1w,1782.75,1643,117.5,107.25,522.75,665.25,2114.25,911.75,272,332.75,328.75
sub-5967806_ses-NAPFU12_run-001_T1w,1805,1624.5,126.5,117.75,487.5,670.25,2049.5,930.5,257.75,303.5,349.25
sub-5967806_ses-NAPFU24_run-001_T1w,1789,1628.5,104.5,107,539,618,2117.75,892.25,295.5,346,334.25
sub-5967806_ses-NAPFU36_run-001_T1w,1780.25,1605.75,133.5,122.75,500,614.5,2087.5,942.75,257.5,318.5,352.25
sub-5967806_ses-NAPFU48_run-001_T1w,1815,1605.75,103.25,121.25,553.5,660.75,2206.25,936.75,275,364.25,320.75
sub-5984591_ses-NAPBL00_run-001_T1w,1428.5,1638.25,79.75,183,569,480.5,2201.5,832.25,312.25,220.25,346.5
sub-5984591_ses-NAPEN00_run-001_T1w,1411,1657,91.75,201,538,501,2171.25,825.25,300.5,244.5,391.25
sub-5984591_ses-NAPFU03_run-001_T1w,1422.5,1584.5,67.5,174.75,565,518.25,2151,854.25,283.5,220,348.25
sub-5984591_ses-NAPFU12_run-001_T1w,1455.5,1613.75,84.5,189.75,583.25,501.5,2169.75,844.5,285.75,233.75,346.25
sub-5984591_ses-NAPFU24_run-001_T1w,1426,1592.25,63.75,184,578,505.5,2179.5,828.25,305.5,255.5,339.75
sub-5984591_ses-NAPFU36_run-001_T1w,1401.25,1591.5,92,178,542.25,481.25,2155.25,817,299.5,219.5,385.5
sub-5984591_ses-NAPFU48_run-001_T1w,1413.75,1596.5,84.75,185.5,564.5,463.75,2141,794,320.5,275,386.25
sub-5985051_ses-NAPBL00_run-001_T1w,1614.5,1936,153.5,197.5,595.75,667.5,2391.25,1094,292,305.25,503.75
sub-5985051_ses-NAPEN00_run-001_T1w,1623,1981.25,163.75,176,583,662,2380.5,1118.5,301.75,314,494.25
sub-5985051_ses-NAPFU03_run-001_T1w,1600.75,1984.75,170,188.25,581.5,666.75,2441,1107.75,332.5,304.5,458.25
sub-5985051_ses-NAPFU12_run-001_T1w,1682.25,1915.75,211.25,174.25,564.75,693.5,2298.5,1057.5,308.75,369.75,510.75
sub-5985051_ses-NAPFU24_run-001_T1w,1597.5,1955.75,199.25,197,577,691.25,2305.75,1106.25,319.25,302.25,498
sub-5989020_ses-NAPBL00_run-001_T1w,1725.25,1807.25,98.75,226.25,598,550.5,1737.25,1056,294.5,208.75,334.5
sub-5989020_ses-NAPEN00_run-001_T1w,1736,1862,87.25,235.5,609.5,582.25,1739.25,1047.25,243,208.75,268.75
sub-5989020_ses-NAPFU03_run-001_T1w,1738,1830.5,93.25,244.25,565.5,691,1641,1065.25,252,234.75,308.75
sub-5989020_ses-NAPFU12_run-001_T1w,1707,1827.75,99.75,249.5,560.5,549.75,1689.25,1022,264,234,341.5
sub-5989020_ses-NAPFU24_run-001_T1w,1716.25,1837.25,98.5,274,557.75,583.75,1648.75,991.5,265.75,213.75,312.25
sub-5999636_ses-NAPBL00_run-001_T1w,1584,1462.25,58.75,114.75,619.5,776.25,2025,966.5,352,124.25,297.75
sub-5999636_ses-NAPEN00_run-001_T1w,1552.25,1504.75,51.75,99.75,665.25,689.5,2163,999,349.5,135.5,254.5
sub-6008569_ses-PREBL00_run-001_T1w,1735.75,1552.75,111.25,169.5,559.25,463.75,1932.75,887.25,272.75,246.5,361.75
sub-6008569_ses-PREEN00_run-001_T1w,1738.5,1544.75,122.75,170,550.5,463,1931.75,882.25,236.5,243.25,344.5
sub-6008569_ses-PREFU12_run-001_T1w,1699,1554.5,122.25,169,566.5,495,1935.25,878.25,262.25,252.75,357.25
sub-6008569_ses-PREFU24_run-001_T1w,1740,1511.75,125.5,176,523.75,477.25,1941.5,896,268.5,265.75,356
sub-6008569_ses-PREFU36_run-001_T1w,1654.25,1529.5,111.5,162.5,540.25,467.25,2000,877.5,266,266.5,344
sub-6034555_ses-NAPBL00_run-001_T1w,1669.5,1748.25,395.25,203.5,471,580.25,2269,881.75,939,89.25,443.75
sub-6034555_ses-NAPEN00_run-001_T1w,1661.75,1692.5,392.5,204.25,482.25,569.5,2260.25,871.5,921.75,80,415.5
sub-6034555_ses-NAPFU03_run-001_T1w,1677.5,1733.25,387.75,192.5,465.5,582,2200.75,876.5,927.5,73.25,449.75
sub-6034555_ses-NAPFU12_run-001_T1w,1666.25,1715.5,389,215,445.5,559.25,2203,869.25,899.5,81.5,444
sub-6034555_ses-NAPFU24_run-001_T1w,1655,1721.25,391.25,210,476.75,567.5,2183.25,854.5,909.75,86.5,451.25
sub-6161064_ses-NAPBL00_run-001_T1w,1778.5,1593.5,142,161.75,747.25,702,1805.25,955.5,338,60,322.75
sub-6161064_ses-NAPEN00_run-001_T1w,1862.5,1668.25,183,209.75,699.75,693.75,1871.75,980.75,346.75,60.25,351.75
sub-6161064_ses-NAPFU03_run-001_T1w,1906,1661.25,129.25,159.75,570,699.5,1830.5,972.5,363.5,75.5,296.5
sub-6161064_ses-NAPFU12_run-001_T1w,1866.5,1628,183,199.5,687.75,756.25,1851,934.5,304.75,46.75,319
sub-6161064_ses-NAPFU24_run-001_T1w,1861,1619.25,188,172.25,713,711,1830.25,988.75,316.25,39.5,330.25
sub-6187101_ses-NAPBL00_run-001_T1w,1576.5,1550.75,119.75,166.25,517.25,580,1856.5,996.5,200.75,217.5,360.5
sub-6187101_ses-NAPEN00_run-001_T1w,1525,1560.75,103.25,162,555.5,597.75,1782.75,1019.5,169.75,212.75,346
sub-6187101_ses-PREFU12_run-001_T1w,1577.75,1528.5,114,169,525.25,563,1857.25,991.75,180.75,193.25,378.25
sub-6187101_ses-PREFU24_run-001_T1w,1543.25,1542,119.75,180.5,554.5,544.5,1869,987,197.5,203,372.75
sub-6187101_ses-PREFU36_run-001_T1w,1557.25,1537,129.75,191.25,555.75,539.5,1792.25,952.25,200.75,225.5,383
sub-6245599_ses-NAPBL00_run-001_T1w,1689,1593.75,36.75,125.75,519.25,692.5,2526.75,1043,266.75,287.5,283.5
sub-6245599_ses-NAPEN00_run-001_T1w,1700.75,1555.5,41.25,129,490.5,657.5,2472.5,1019.75,325.75,283,344
sub-6245599_ses-NAPFU03_run-001_T1w,1707.75,1556,43,120,457.5,666,2422,1051.75,300.25,306.25,284.25
sub-6245599_ses-NAPFU12_run-001_T1w,1602,1507.75,27,151.25,520.5,665.75,2491,1009,276.5,274.25,255.5
sub-6245599_ses-NAPFU24_run-001_T1w,1657.5,1540.25,39.5,128.25,499,652.75,2336,983.25,321.5,323.5,293
sub-6245599_ses-NAPFU36_run-001_T1w,1706,1543.25,37,122,470.25,633.25,2380.5,1030.5,312.75,303,300
sub-6245599_ses-NAPFU48_run-001_T1w,1606.25,1494,54.25,140.5,508.75,612,2245.5,917,306.5,335.25,357
sub-6261459_ses-NAPBL00_run-001_T1w,1951.5,1751.75,108.5,44,621.5,776,3092.25,1085,487.25,575,417.75
sub-6261459_ses-NAPEN00_run-001_T1w,1932.75,1732.25,112.5,56.75,623.25,783.5,3007.25,1039.5,502,559.5,478
sub-6261459_ses-NAPFU03_run-001_T1w,1970,1779.5,140,54.5,615,707.5,3005.25,1044.75,512.5,575.75,500.25
sub-6261459_ses-NAPFU12_run-001_T1w,1915,1799,137.5,52.75,599,715,3017.25,1044,532,594.25,479.5
sub-6265998_ses-PREBL00_run-001_T1w,1896.25,1701.25,142.5,257.75,631,675.75,1731.5,1186.5,392.25,215.5,405.25
sub-6265998_ses-PREEN00_run-001_T1w,1904.25,1723.25,132.75,220.5,689.75,672,1762.75,1175.25,432.25,195.75,405.75
sub-6270973_ses-PREBL00_run-001_T1w,2060,1995.75,113.25,180.5,657.5,869.75,1979,1142.25,238.25,299.25,401
sub-6270973_ses-PREEN00_run-001_T1w,2082.5,2003,103.75,152.5,685.25,845.5,2177,1218.75,230.25,257.25,381.75
sub-6332669_ses-NAPBL00_run-001_T1w,1891.25,1807.25,51.75,91.25,754,774.75,2675.5,1175.5,490.25,131.5,259.25
sub-6332669_ses-NAPEN00_run-001_T1w,1795.25,1790.25,42.75,80.25,745.25,765,2749.25,1143.25,438.5,100.75,249
sub-6332669_ses-NAPFU03_run-001_T1w,1813.5,1837,63.5,91.25,751.75,704.75,2687.5,1190,536.5,152.25,278.75
sub-6332669_ses-NAPFU12_run-001_T1w,1851.75,1824,44,82.75,703.75,759,2635.75,1177.75,460.25,108,246.5
sub-6332669_ses-NAPFU24_run-001_T1w,1839,1794.5,67.75,82.75,717.25,771.75,2753.25,1195,493.5,107,246
sub-6332669_ses-NAPFU36_run-001_T1w,1813.25,1795.75,53.75,69.75,765,765,2535.75,1241.25,482.25,160.5,215.75
sub-6332669_ses-NAPFU48_run-001_T1w,1811.5,1799.25,62.25,87.5,754,749.25,2678.5,1172,517.25,103.25,247.25
sub-6350639_ses-NAPBL00_run-001_T1w,1763.75,1904.75,75.75,93,515.25,574.25,1702.75,901.5,490.75,60.5,379.25
sub-6350639_ses-NAPEN00_run-001_T1w,1771.75,1878,66.25,92,519.5,572.75,1644.25,878.75,500.5,38,341.75
